TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
64105,2024-07-15 02:06:35.846859,4834.07,685,purchase,Dallas,0
64106,2024-10-16 18:37:35.846862,2589.78,659,purchase,Houston,0
64107,2024-03-23 17:02:35.846866,1648.33,232,purchase,San Jose,0
64108,2023-11-13 08:24:35.846869,2761.72,291,purchase,Phoenix,0
64109,2024-04-12 00:01:35.846872,1509.38,345,refund,Chicago,0
64110,2024-09-28 22:03:35.846875,2046.71,135,refund,Chicago,1
64111,2024-06-04 20:07:35.846879,1988.24,928,purchase,Chicago,0
64112,2023-10-27 00:38:35.846882,3527.92,988,refund,Houston,0
64113,2024-08-03 09:10:35.846885,496.35,921,purchase,San Antonio,0
64114,2024-07-25 10:50:35.846889,3402.82,439,refund,Dallas,0
64115,2024-04-10 22:56:35.846892,3612.73,969,refund,Chicago,0
64116,2024-09-01 09:06:35.846895,4866.32,757,refund,Philadelphia,0
64117,2024-07-07 13:42:35.846899,27.8,66,purchase,San Diego,0
64118,2024-01-08 16:30:35.846902,1134.16,380,purchase,Los Angeles,0
64119,2024-08-16 04:00:35.846905,2359.61,632,purchase,Chicago,0
64120,2024-08-05 15:59:35.846909,2553.44,882,purchase,Phoenix,0
64121,2024-03-04 23:18:35.846948,648.01,617,refund,San Antonio,0
64122,2024-03-13 13:19:35.846953,524.57,613,purchase,San Diego,0
64123,2024-09-08 21:48:35.846956,616.52,443,purchase,Philadelphia,0
64124,2024-04-25 17:57:35.846960,1139.1,467,purchase,Dallas,0
64125,2023-12-09 22:11:35.846963,2905.63,979,refund,New York,0
64126,2024-08-20 05:50:35.846967,4209.7,319,refund,Los Angeles,0
64127,2024-05-12 13:18:35.846970,580.8,756,refund,Los Angeles,0
64128,2024-02-14 18:05:35.846973,4518.13,686,refund,Phoenix,0
64129,2024-04-16 09:32:35.846976,2893.39,537,purchase,San Antonio,0
64130,2024-03-31 10:21:35.846980,684.91,359,refund,Phoenix,0
64131,2024-03-02 02:51:35.846983,2168.1,22,purchase,Dallas,0
64132,2024-08-14 17:22:35.846986,2313.16,689,purchase,Houston,0
64133,2024-07-23 05:31:35.846990,2802.05,745,refund,Los Angeles,0
64134,2024-05-08 10:53:35.846993,1520.23,507,refund,Philadelphia,0
64135,2023-11-10 11:26:35.846996,3480.89,398,purchase,Los Angeles,0
64136,2024-08-08 18:48:35.847000,2325.76,12,refund,San Jose,0
64137,2024-10-03 22:28:35.847003,3916.12,962,purchase,San Jose,0
64138,2024-07-29 15:44:35.847006,3089.91,3,purchase,Philadelphia,0
64139,2023-11-28 14:25:35.847009,347.74,43,refund,New York,0
64140,2024-05-04 17:23:35.847013,4935.91,329,purchase,San Jose,0
64141,2023-12-22 04:30:35.847016,105.1,683,purchase,Dallas,0
64142,2023-12-20 20:51:35.847019,3953.61,698,purchase,San Antonio,0
64143,2024-05-14 19:17:35.847023,4810.55,98,purchase,San Diego,0
64144,2024-10-19 09:03:35.847026,3557.88,287,refund,San Diego,0
64145,2024-06-18 14:35:35.847029,1870.92,217,purchase,San Jose,0
64146,2024-04-30 11:24:35.847033,1671.03,557,refund,Los Angeles,0
64147,2024-07-01 00:11:35.847036,3990.58,1000,refund,Houston,0
64148,2024-05-20 06:43:35.847039,3378.81,794,refund,New York,0
64149,2024-04-06 01:17:35.847046,359.1,262,refund,Los Angeles,0
64150,2024-09-03 00:17:35.847052,1843.92,938,purchase,Chicago,0
64151,2024-07-21 15:50:35.847057,3472.57,633,refund,San Antonio,0
64152,2024-04-20 16:35:35.847063,3148.37,402,refund,Los Angeles,0
64153,2024-10-05 10:24:35.847069,4705.01,458,purchase,New York,0
64154,2024-02-13 16:15:35.847075,2466.49,381,refund,Chicago,0
64155,2023-12-08 14:13:35.847081,308.64,403,purchase,San Jose,0
64156,2024-08-19 16:24:35.847086,4102.78,470,purchase,Philadelphia,0
64157,2024-06-27 20:54:35.847093,891.89,629,purchase,Philadelphia,0
64158,2024-03-15 11:18:35.847098,3162.29,893,purchase,Chicago,0
64159,2024-01-20 08:02:35.847101,4597.2,447,refund,Los Angeles,0
64160,2023-12-17 00:58:35.847104,3517.81,690,purchase,Chicago,0
64161,2024-03-09 22:08:35.847108,1205.97,508,purchase,Philadelphia,0
64162,2023-11-10 05:32:35.847111,4047.54,637,purchase,San Jose,0
64163,2024-05-20 22:04:35.847117,627.58,383,refund,New York,0
64164,2024-09-07 17:25:35.847120,1658.26,644,refund,Houston,0
64165,2023-11-10 16:33:35.847123,205.12,862,refund,Philadelphia,0
64166,2024-06-23 16:53:35.847127,3914.79,390,purchase,Phoenix,0
64167,2024-07-06 16:06:35.847130,1836.25,747,refund,Phoenix,0
64168,2024-02-06 02:42:35.847133,2112.32,449,purchase,Houston,0
64169,2023-11-14 11:40:35.847137,2138.79,298,refund,New York,0
64170,2024-07-26 07:38:35.847140,3420.15,972,purchase,Philadelphia,0
64171,2024-03-23 07:55:35.847143,1999.59,15,refund,Philadelphia,0
64172,2024-03-28 22:56:35.847147,2808.33,977,purchase,San Jose,0
64173,2024-08-18 11:56:35.847150,644.5,691,refund,Dallas,0
64174,2024-06-30 13:45:35.847153,3314.92,502,purchase,Houston,0
64175,2023-11-18 23:29:35.847157,3756.74,560,purchase,Houston,0
64176,2023-11-07 00:56:35.847160,4785.42,138,refund,Phoenix,0
64177,2024-01-01 20:10:35.847164,4075.58,400,refund,Phoenix,0
64178,2024-02-02 06:37:35.847167,2870.76,47,refund,Phoenix,0
64179,2024-02-22 10:28:35.847170,4493.17,456,purchase,Dallas,0
64180,2024-07-07 07:25:35.847174,3079.24,411,purchase,Philadelphia,0
64181,2024-03-29 13:51:35.847177,3113.03,931,refund,San Antonio,0
64182,2024-09-06 06:08:35.847180,142.55,290,purchase,Los Angeles,0
64183,2024-07-12 22:34:35.847184,3176.31,343,purchase,Philadelphia,0
64184,2024-04-16 15:11:35.847187,903.7,588,refund,New York,0
64185,2024-01-12 18:32:35.847190,1142.56,621,refund,San Antonio,0
64186,2024-07-09 22:22:35.847194,1703.06,543,purchase,Chicago,0
64187,2024-09-06 01:48:35.847197,1128.22,344,refund,Houston,0
64188,2024-09-30 16:52:35.847201,3217.41,717,refund,Houston,0
64189,2024-05-31 09:56:35.847204,510.74,822,purchase,Chicago,0
64190,2024-01-12 11:07:35.847207,4646.12,536,refund,Phoenix,0
64191,2024-07-10 00:50:35.847211,1028.82,144,refund,San Antonio,0
64192,2024-07-31 03:12:35.847214,1206.66,336,purchase,Phoenix,0
64193,2024-09-24 17:11:35.847217,3130.43,74,purchase,Los Angeles,0
64194,2024-03-24 10:00:35.847221,4004.7,609,purchase,Chicago,0
64195,2024-02-07 19:55:35.847224,1865.49,258,refund,Dallas,0
64196,2024-04-22 08:46:35.847227,1664.51,627,purchase,San Diego,0
64197,2023-12-17 02:50:35.847231,870.7,655,refund,Chicago,0
64198,2024-09-22 08:58:35.847234,1257.13,354,purchase,Houston,0
64199,2024-03-15 23:11:35.847237,2662.47,899,purchase,Dallas,0
64200,2023-10-26 14:51:35.847241,4846.74,117,purchase,San Diego,0
64201,2024-06-27 05:12:35.847244,4589.52,418,refund,San Jose,0
64202,2024-04-19 17:35:35.847249,3911.69,670,refund,San Jose,0
64203,2024-05-08 11:26:35.847252,2395.62,657,refund,San Jose,0
64204,2023-11-03 12:00:35.847255,3721.15,263,refund,San Jose,0
64205,2024-05-09 03:06:35.847259,2936.97,887,refund,San Diego,0
64206,2024-06-18 01:25:35.847262,458.89,974,purchase,Dallas,0
64207,2024-09-03 09:10:35.847265,3971.73,738,refund,Chicago,0
64208,2023-12-23 04:59:35.847269,1045.82,652,purchase,San Antonio,0
64209,2024-01-25 22:51:35.847272,2723.35,792,purchase,Phoenix,0
64210,2024-09-16 00:11:35.847275,3258.16,405,refund,Dallas,0
64211,2024-09-23 22:24:35.847279,1325.23,356,purchase,New York,0
64212,2024-04-16 01:00:35.847282,943.46,329,refund,Dallas,0
64213,2024-05-21 13:07:35.847285,4616.78,332,refund,Phoenix,0
64214,2024-02-27 08:14:35.847289,2708.69,372,refund,Chicago,0
64215,2024-02-12 16:07:35.847292,1174.14,835,purchase,San Jose,0
64216,2023-12-05 19:39:35.847295,183.72,996,purchase,Los Angeles,0
64217,2024-08-29 08:25:35.847299,512.91,324,refund,San Diego,0
64218,2024-10-02 15:31:35.847302,4787.94,554,refund,San Diego,0
64219,2024-09-08 18:44:35.847305,1265.27,290,refund,Philadelphia,0
64220,2024-03-23 04:26:35.847309,3725.18,30,purchase,San Jose,0
64221,2024-06-07 04:55:35.847312,4441.0,380,purchase,New York,0
64222,2023-11-30 15:13:35.847315,2847.69,915,refund,New York,0
64223,2024-03-05 19:39:35.847319,87.5,728,purchase,Houston,0
64224,2023-11-26 19:11:35.847322,3638.54,310,refund,New York,0
64225,2023-12-01 17:07:35.847325,4440.56,285,refund,San Diego,0
64226,2024-06-19 05:22:35.847329,4648.92,201,refund,San Antonio,0
64227,2024-03-17 20:15:35.847332,160.57,318,purchase,San Antonio,0
64228,2024-09-07 11:18:35.847335,3114.5,281,refund,San Diego,0
64229,2024-08-06 10:32:35.847339,903.85,245,purchase,San Jose,0
64230,2024-04-13 23:52:35.847342,4999.19,25,purchase,Houston,0
64231,2024-07-12 14:45:35.847345,1532.9,977,purchase,New York,0
64232,2024-07-26 15:03:35.847348,911.65,54,refund,San Antonio,0
64233,2024-08-28 19:55:35.847352,224.58,794,refund,New York,0
64234,2024-07-18 15:37:35.847355,4600.27,781,refund,San Antonio,0
64235,2024-01-17 06:41:35.847358,2152.31,188,refund,Los Angeles,0
64236,2024-08-19 19:12:35.847362,477.5,554,purchase,Houston,0
64237,2024-01-17 22:09:35.847365,2589.74,787,purchase,New York,0
64238,2023-11-25 03:28:35.847369,467.39,200,purchase,San Antonio,0
64239,2024-06-08 04:39:35.847372,2297.26,557,refund,Chicago,0
64240,2024-02-16 05:44:35.847375,1469.03,267,refund,Phoenix,0
64241,2023-11-21 06:59:35.847379,2690.53,466,purchase,Chicago,0
64242,2023-12-16 11:24:35.847382,3698.34,77,purchase,San Antonio,0
64243,2024-03-03 02:16:35.847386,3399.82,304,purchase,Dallas,0
64244,2024-09-16 18:23:35.847389,2223.89,958,refund,Dallas,0
64245,2023-12-26 17:58:35.847392,3766.31,268,refund,San Diego,0
64246,2024-05-22 15:17:35.847396,4265.98,439,refund,San Jose,0
64247,2024-02-03 11:20:35.847399,213.71,865,refund,Houston,0
64248,2024-08-04 09:33:35.847402,3080.89,836,purchase,San Antonio,0
64249,2024-04-10 06:58:35.847406,2209.18,73,purchase,Dallas,0
64250,2024-02-14 09:07:35.847409,287.04,31,purchase,Phoenix,0
64251,2024-08-31 16:34:35.847412,1016.82,227,purchase,Houston,0
64252,2024-09-30 04:58:35.847416,1635.87,649,refund,Los Angeles,0
64253,2024-04-17 21:23:35.847419,1705.2,465,refund,San Diego,0
64254,2024-05-24 16:49:35.847422,3305.54,661,purchase,Phoenix,0
64255,2024-02-03 15:58:35.847426,2377.14,398,purchase,Chicago,0
64256,2024-07-09 14:31:35.847429,2239.52,517,purchase,Chicago,0
64257,2024-06-02 10:49:35.847432,4603.24,176,refund,Dallas,0
64258,2023-12-03 19:12:35.847435,4178.76,69,refund,New York,0
64259,2024-06-30 05:24:35.847439,3124.91,305,refund,Dallas,0
64260,2024-10-15 20:58:35.847442,2216.27,338,purchase,Houston,0
64261,2023-11-15 13:08:35.847445,315.47,109,refund,Houston,0
64262,2023-10-28 07:43:35.847449,2030.17,285,refund,Phoenix,0
64263,2023-11-27 15:57:35.847452,4879.83,910,refund,Chicago,0
64264,2024-02-09 06:58:35.847456,1545.64,767,refund,San Diego,0
64265,2024-04-02 16:02:35.847459,3003.3,176,purchase,San Jose,0
64266,2023-10-28 09:07:35.847462,2571.12,698,purchase,San Antonio,0
64267,2024-01-26 09:30:35.847466,490.57,479,refund,San Diego,0
64268,2024-07-07 22:24:35.847469,900.31,459,refund,New York,0
64269,2024-02-07 23:59:35.847472,1032.28,813,purchase,San Diego,0
64270,2024-02-18 10:35:35.847476,2345.71,567,purchase,Houston,0
64271,2024-02-08 15:52:35.847479,2887.66,395,purchase,Los Angeles,0
64272,2024-06-05 20:54:35.847482,3336.89,205,refund,Philadelphia,0
64273,2024-06-03 21:03:35.847486,1200.35,963,purchase,San Antonio,0
64274,2024-10-08 23:53:35.847489,2863.35,922,refund,San Diego,0
64275,2024-03-27 09:40:35.847492,2297.82,129,purchase,Houston,0
64276,2023-11-30 23:09:35.847496,2359.28,81,purchase,San Antonio,0
64277,2024-08-20 05:11:35.847499,2418.89,894,purchase,New York,0
64278,2024-09-17 09:13:35.847502,1349.36,943,purchase,Phoenix,0
64279,2024-04-06 10:55:35.847506,2008.84,807,refund,Phoenix,0
64280,2023-12-16 08:18:35.847509,3457.31,703,refund,San Diego,0
64281,2024-03-31 14:15:35.847512,1521.07,362,purchase,Houston,0
64282,2024-10-13 05:28:35.847516,1494.12,564,refund,San Jose,0
64283,2024-06-10 03:06:35.847519,823.39,427,refund,Dallas,0
64284,2024-05-25 14:25:35.847522,4741.0,975,purchase,Dallas,0
64285,2024-01-28 22:55:35.847526,4487.04,150,purchase,Phoenix,0
64286,2024-10-19 04:26:35.847529,4122.19,578,refund,New York,0
64287,2024-03-24 05:08:35.847533,2446.88,634,purchase,Chicago,0
64288,2024-03-19 20:15:35.847536,4641.63,578,refund,Houston,0
64289,2023-11-28 12:26:35.847539,2181.13,359,refund,San Jose,0
64290,2024-06-19 12:47:35.847543,1506.79,369,refund,Dallas,0
64291,2024-09-08 21:33:35.847546,952.94,219,purchase,San Jose,0
64292,2024-03-29 19:10:35.847549,4819.28,824,refund,Houston,0
64293,2024-03-14 14:11:35.847552,1744.38,856,refund,San Diego,0
64294,2024-02-29 10:07:35.847556,3385.09,457,refund,Philadelphia,0
64295,2024-06-06 01:26:35.847559,3647.43,113,refund,Los Angeles,0
64296,2024-09-11 17:37:35.847562,1901.55,446,refund,Dallas,0
64297,2024-01-14 10:00:35.847566,3656.65,899,purchase,Chicago,0
64298,2024-06-21 07:47:35.847569,2659.04,585,refund,Dallas,0
64299,2024-04-06 18:42:35.847572,2985.01,750,purchase,San Jose,0
64300,2024-07-18 18:50:35.847575,4931.14,492,refund,Dallas,0
64301,2024-10-06 17:20:35.847579,1652.82,93,refund,San Antonio,0
64302,2024-04-29 18:32:35.847582,1367.48,17,purchase,Chicago,0
64303,2024-08-08 22:25:35.847585,951.79,875,purchase,Chicago,0
64304,2024-04-24 16:28:35.847588,2337.35,511,purchase,Philadelphia,0
64305,2024-01-28 00:22:35.847592,724.64,9,purchase,Phoenix,0
64306,2024-05-29 13:58:35.847602,502.22,584,refund,San Diego,0
64307,2024-01-25 17:06:35.847605,270.88,499,refund,New York,0
64308,2024-08-29 02:15:35.847608,1353.22,633,refund,San Jose,0
64309,2024-05-17 18:20:35.847612,1223.75,942,purchase,New York,0
64310,2024-04-19 02:58:35.847615,4552.79,887,refund,Chicago,0
64311,2023-12-01 15:40:35.847619,4066.18,234,refund,Phoenix,0
64312,2023-11-18 23:48:35.847622,1148.84,141,refund,San Jose,0
64313,2023-11-25 20:11:35.847625,2675.32,547,refund,New York,0
64314,2024-04-29 14:57:35.847629,4993.15,298,purchase,Los Angeles,0
64315,2024-09-05 19:16:35.847632,1935.12,770,purchase,San Antonio,0
64316,2024-07-16 16:12:35.847635,2698.73,374,purchase,Los Angeles,0
64317,2024-07-22 03:24:35.847639,2109.96,758,purchase,Philadelphia,0
64318,2023-11-06 17:03:35.847642,1852.59,940,refund,Dallas,0
64319,2024-06-26 11:18:35.847645,2946.64,650,refund,Los Angeles,0
64320,2024-02-28 20:19:35.847649,3138.15,194,refund,San Diego,0
64321,2023-12-24 04:20:35.847652,188.5,601,refund,Dallas,0
64322,2023-10-24 08:39:35.847656,1568.02,942,purchase,Philadelphia,0
64323,2024-07-07 18:47:35.847659,3794.97,616,purchase,Los Angeles,0
64324,2024-06-17 14:04:35.847663,3704.74,951,refund,Los Angeles,0
64325,2024-05-05 19:52:35.847666,2811.41,590,refund,Dallas,0
64326,2024-01-18 06:32:35.847669,2743.38,493,refund,San Jose,0
64327,2024-09-28 08:45:35.847672,2318.7,953,refund,Phoenix,0
64328,2024-09-17 05:19:35.847676,1969.34,337,refund,Chicago,0
64329,2024-06-26 20:29:35.847679,239.72,837,purchase,Los Angeles,0
64330,2024-02-01 06:30:35.847682,1773.65,994,purchase,San Antonio,0
64331,2023-12-13 00:11:35.847686,1472.44,462,refund,San Antonio,0
64332,2024-07-20 17:37:35.847689,570.27,156,purchase,San Jose,0
64333,2023-12-23 01:48:35.847692,208.17,66,purchase,Houston,0
64334,2024-04-09 08:30:35.847696,3881.19,106,refund,San Diego,0
64335,2024-07-14 23:11:35.847699,1294.32,320,purchase,Dallas,0
64336,2024-05-11 17:18:35.847702,31.5,875,purchase,San Diego,0
64337,2023-12-24 08:27:35.847706,2316.98,313,refund,San Jose,0
64338,2024-01-20 01:03:35.847709,1018.53,344,refund,Dallas,0
64339,2024-05-03 09:44:35.847713,2110.62,318,refund,Dallas,0
64340,2024-05-14 09:03:35.847716,1345.62,999,refund,Los Angeles,0
64341,2024-04-17 22:27:35.847719,1399.71,143,purchase,San Diego,0
64342,2024-07-14 14:08:35.847722,2352.44,859,purchase,Phoenix,1
64343,2023-12-08 17:09:35.847726,2196.34,13,purchase,Philadelphia,0
64344,2024-05-04 23:46:35.847729,4068.47,698,purchase,Chicago,0
64345,2024-03-07 17:24:35.847732,4151.27,34,purchase,San Diego,0
64346,2024-03-20 15:44:35.847736,1670.22,174,refund,Dallas,0
64347,2024-08-11 17:38:35.847739,4613.93,463,purchase,New York,0
64348,2024-07-12 23:53:35.847742,3010.38,66,refund,San Antonio,0
64349,2024-05-14 08:51:35.847746,165.06,669,refund,Chicago,0
64350,2024-06-19 14:45:35.847749,1430.3,484,purchase,Dallas,0
64351,2024-05-03 01:08:35.847752,4372.42,106,purchase,Dallas,0
64352,2024-07-27 13:00:35.847755,789.57,708,purchase,Phoenix,0
64353,2023-11-29 00:21:35.847759,3607.45,75,refund,Phoenix,0
64354,2024-04-23 09:13:35.847762,97.32,841,refund,Dallas,0
64355,2024-02-12 20:52:35.847766,2300.06,711,purchase,Dallas,0
64356,2024-03-04 04:56:35.847769,4204.15,22,refund,Phoenix,0
64357,2024-07-03 13:06:35.847772,2503.71,451,refund,San Jose,0
64358,2024-01-08 22:20:35.847775,1532.89,990,refund,San Jose,0
64359,2024-04-19 09:19:35.847779,958.15,548,refund,Los Angeles,0
64360,2024-05-12 11:01:35.847782,4995.85,993,refund,Philadelphia,0
64361,2024-03-08 08:56:35.847785,2670.85,845,purchase,Los Angeles,0
64362,2024-06-07 19:12:35.847789,3123.79,314,purchase,Phoenix,0
64363,2024-05-07 15:12:35.847794,3685.65,171,purchase,Philadelphia,0
64364,2024-01-08 10:33:35.847797,1216.58,647,purchase,New York,0
64365,2024-06-11 12:42:35.847800,3288.51,495,refund,Dallas,0
64366,2024-09-08 16:26:35.847804,2298.15,1,refund,Phoenix,0
64367,2023-11-25 00:59:35.847807,336.54,9,purchase,Philadelphia,0
64368,2024-03-19 23:04:35.847810,4942.23,320,purchase,New York,0
64369,2023-10-22 11:27:35.847814,1692.96,846,purchase,New York,0
64370,2024-07-20 22:27:35.847817,3477.94,67,refund,Dallas,0
64371,2024-07-01 09:09:35.847820,1184.7,63,refund,Dallas,0
64372,2024-03-26 23:40:35.847823,861.05,297,refund,Houston,0
64373,2024-01-14 11:55:35.847827,3385.44,50,refund,Los Angeles,0
64374,2024-04-07 04:35:35.847830,4015.98,544,purchase,Philadelphia,0
64375,2024-03-24 21:23:35.847833,4364.34,585,refund,San Antonio,0
64376,2024-07-06 05:27:35.847837,809.84,632,purchase,New York,0
64377,2023-11-18 12:53:35.847840,2712.84,117,purchase,Houston,0
64378,2024-03-20 07:39:35.847844,486.96,860,purchase,Phoenix,0
64379,2024-03-07 18:19:35.847847,859.03,793,refund,San Antonio,0
64380,2024-04-17 22:21:35.847850,336.1,685,refund,New York,0
64381,2023-12-31 01:22:35.847854,4309.6,714,refund,Los Angeles,0
64382,2024-10-05 00:05:35.847857,2900.18,728,purchase,San Jose,0
64383,2024-09-22 11:02:35.847860,4785.46,422,refund,Philadelphia,0
64384,2024-07-04 14:49:35.847864,4912.46,762,refund,Houston,0
64385,2023-12-30 19:31:35.847867,4595.82,471,refund,Phoenix,0
64386,2024-04-15 21:29:35.847870,341.95,526,refund,Phoenix,0
64387,2024-07-23 13:41:35.847874,977.71,565,refund,Phoenix,0
64388,2023-11-30 17:10:35.847877,542.12,795,purchase,Houston,0
64389,2024-02-26 00:47:35.847880,3723.73,40,refund,Houston,0
64390,2024-05-31 06:09:35.847884,2071.51,640,refund,San Jose,0
64391,2024-05-06 13:27:35.847887,765.27,745,refund,San Jose,0
64392,2024-05-28 09:06:35.847890,2212.89,270,purchase,Houston,0
64393,2024-10-06 00:01:35.847893,3055.12,742,purchase,Phoenix,0
64394,2024-09-10 05:39:35.847897,2535.81,884,refund,New York,0
64395,2024-09-01 23:38:35.847900,4904.46,713,purchase,Phoenix,0
64396,2024-06-06 04:34:35.847903,1141.06,306,refund,San Jose,0
64397,2024-03-22 10:40:35.847906,1317.19,744,refund,Phoenix,0
64398,2023-10-25 11:01:35.847910,2712.83,465,purchase,San Diego,0
64399,2023-12-27 10:56:35.847913,3591.37,674,refund,San Jose,0
64400,2024-08-06 11:30:35.847916,1339.81,772,purchase,Phoenix,0
64401,2024-09-24 05:29:35.847919,3810.89,861,purchase,Phoenix,0
64402,2023-11-01 00:11:35.847923,832.12,738,refund,Dallas,0
64403,2024-05-17 14:11:35.847926,3170.53,156,refund,San Diego,0
64404,2024-06-19 18:39:35.847929,69.59,351,purchase,Houston,0
64405,2024-02-05 19:48:35.847933,3431.25,682,refund,Houston,0
64406,2024-09-06 14:52:35.847936,3149.99,926,refund,Houston,1
64407,2024-07-18 01:26:35.847940,3818.38,353,purchase,Phoenix,1
64408,2024-06-15 01:14:35.847943,4461.36,517,purchase,San Antonio,0
64409,2024-02-14 00:09:35.847946,4294.12,207,purchase,San Diego,0
64410,2024-05-09 02:22:35.847950,402.49,463,refund,Chicago,0
64411,2024-08-15 11:57:35.847953,4846.95,686,purchase,San Jose,0
64412,2024-09-04 05:51:35.847956,1844.83,40,purchase,San Diego,0
64413,2023-11-22 10:33:35.847960,2566.54,947,purchase,San Jose,0
64414,2024-04-25 20:38:35.847963,2295.26,720,refund,San Jose,0
64415,2024-08-15 08:23:35.847966,2103.34,174,purchase,San Diego,0
64416,2023-12-31 21:21:35.847969,3821.22,593,purchase,Houston,0
64417,2023-10-30 07:29:35.847973,1268.59,665,refund,San Antonio,0
64418,2023-12-12 13:50:35.847976,4054.15,86,refund,San Diego,0
64419,2024-07-19 16:58:35.847980,4395.55,417,purchase,Philadelphia,0
64420,2024-08-02 01:26:35.847983,653.3,726,purchase,Houston,0
64421,2024-05-02 03:58:35.847986,2077.2,207,refund,San Diego,0
64422,2024-03-29 00:21:35.847989,709.43,950,purchase,San Jose,0
64423,2023-11-19 18:36:35.848000,2580.13,29,refund,Phoenix,0
64424,2024-08-24 16:20:35.848003,4511.09,933,purchase,San Antonio,1
64425,2024-09-26 14:13:35.848006,3968.64,819,refund,Houston,0
64426,2024-05-08 03:12:35.848010,146.06,97,refund,Chicago,0
64427,2023-11-04 02:07:35.848013,1531.97,824,purchase,Chicago,0
64428,2024-04-16 13:09:35.848016,1378.17,275,refund,Houston,0
64429,2023-10-26 02:48:35.848019,2824.28,788,refund,Houston,0
64430,2024-08-26 06:38:35.848023,2107.52,312,refund,Chicago,0
64431,2023-11-11 20:15:35.848026,1043.66,329,refund,Phoenix,0
64432,2024-08-14 19:17:35.848029,1092.54,735,purchase,Houston,0
64433,2024-10-15 20:59:35.848033,3071.06,975,refund,Phoenix,0
64434,2023-10-21 22:48:35.848036,2433.56,41,refund,New York,0
64435,2024-05-16 19:23:35.848039,51.85,433,purchase,Chicago,0
64436,2024-01-14 23:17:35.848043,599.85,529,purchase,Dallas,0
64437,2024-03-11 00:20:35.848046,370.82,350,purchase,Houston,0
64438,2024-02-28 07:56:35.848049,3364.18,766,refund,San Jose,0
64439,2024-09-27 13:17:35.848053,3489.61,980,refund,New York,0
64440,2024-03-08 20:05:35.848056,3695.51,506,purchase,Dallas,0
64441,2024-01-04 03:49:35.848059,3246.04,489,refund,San Antonio,0
64442,2024-07-08 08:00:35.848063,1780.46,805,purchase,San Jose,0
64443,2024-04-25 15:32:35.848066,3487.24,468,purchase,Dallas,0
64444,2024-06-24 10:33:35.848070,3777.54,79,purchase,Chicago,0
64445,2023-12-16 03:32:35.848073,2600.84,545,purchase,New York,0
64446,2024-02-03 18:53:35.848076,4624.67,167,refund,Los Angeles,0
64447,2023-12-18 01:06:35.848080,1828.05,591,purchase,Phoenix,0
64448,2024-10-13 20:28:35.848083,1619.87,738,purchase,Dallas,0
64449,2024-05-15 16:33:35.848086,1617.83,537,refund,Los Angeles,0
64450,2024-02-08 05:11:35.848090,1531.43,794,purchase,San Antonio,0
64451,2023-12-22 04:19:35.848093,2763.03,2,refund,New York,0
64452,2024-08-10 21:06:35.848096,285.75,932,refund,Phoenix,0
64453,2024-04-18 06:40:35.848100,322.84,491,purchase,San Jose,0
64454,2024-03-10 08:55:35.848103,2792.29,216,purchase,Houston,0
64455,2024-05-31 03:56:35.848106,2694.72,694,purchase,Houston,0
64456,2024-02-19 21:14:35.848110,2451.12,810,purchase,Los Angeles,0
64457,2024-08-24 21:25:35.848113,1113.47,130,purchase,Philadelphia,0
64458,2024-09-27 18:19:35.848116,3443.97,768,refund,Chicago,0
64459,2024-07-03 23:31:35.848122,214.44,801,refund,Houston,0
64460,2024-06-04 02:23:35.848129,4885.46,419,refund,Philadelphia,0
64461,2024-05-08 14:23:35.848134,3762.65,479,refund,San Antonio,0
64462,2024-08-18 22:06:35.848141,1089.63,124,purchase,Dallas,0
64463,2023-10-31 13:50:35.848147,356.6,288,refund,Houston,0
64464,2024-02-29 04:51:35.848153,1083.0,975,refund,Philadelphia,0
64465,2024-01-25 16:17:35.848158,455.64,230,purchase,Houston,0
64466,2024-03-19 21:42:35.848165,435.37,226,purchase,San Jose,0
64467,2024-10-13 04:34:35.848170,21.65,223,purchase,San Antonio,0
64468,2023-12-01 01:09:35.848176,2774.44,304,purchase,San Diego,0
64469,2024-09-16 00:25:35.848182,4097.64,202,purchase,San Jose,0
64470,2024-06-20 16:52:35.848188,1257.27,707,purchase,Los Angeles,0
64471,2024-04-02 21:15:35.848194,3619.51,388,purchase,San Jose,0
64472,2024-06-27 06:14:35.848199,484.56,233,purchase,San Antonio,0
64473,2024-05-25 04:29:35.848205,4030.67,968,purchase,San Antonio,0
64474,2024-07-11 18:36:35.848211,3393.64,381,refund,Los Angeles,0
64475,2024-07-17 21:27:35.848216,2764.87,875,purchase,Phoenix,0
64476,2024-08-13 13:40:35.848220,2084.64,845,refund,Philadelphia,0
64477,2023-12-17 18:01:35.848226,360.68,429,refund,San Diego,0
64478,2024-09-22 05:42:35.848232,3754.17,913,purchase,Philadelphia,0
64479,2024-02-07 20:23:35.848238,4603.03,448,refund,Philadelphia,0
64480,2024-09-13 12:17:35.848243,2473.15,864,refund,Phoenix,0
64481,2023-12-20 12:08:35.848249,2402.25,558,refund,New York,0
64482,2023-12-30 01:33:35.848254,1630.5,154,refund,San Diego,0
64483,2024-06-30 00:03:35.848260,3246.27,358,purchase,New York,0
64484,2024-08-09 03:41:35.848266,725.15,788,purchase,Los Angeles,0
64485,2023-10-21 20:59:35.848272,2102.57,363,purchase,San Antonio,0
64486,2024-05-20 05:45:35.848279,2418.19,691,refund,Philadelphia,0
